log_header, utc_hhmmss, pos_status, lat, lat_dir, lon, lon_dir, speed_kn, track_true, dt, mag_var, var_dir, checksum
$GPRMC,072053.00,A,4921.990700,N,02141.381777,E,037.0,206.9,030619,,,A*5B
$GPRMC,072054.00,A,4921.982077,N,02141.375188,E,035.9,207.1,030619,,,A*57
$GPRMC,072055.00,A,4921.974013,N,02141.368915,E,033.4,200.4,030619,,,A*54
$GPRMC,072056.00,A,4921.966137,N,02141.364193,E,030.7,203.4,030619,,,A*5A
$GPRMC,072057.00,A,4921.959234,N,02141.359592,E,029.1,205.0,030619,,,A*50
$GPRMC,072058.00,A,4921.952471,N,02141.354506,E,029.9,205.8,030619,,,A*53
$GPRMC,072059.00,A,4921.946192,N,02141.349604,E,027.4,204.9,030619,,,A*51
$GPRMC,072100.00,A,4921.940596,N,02141.345568,E,024.6,204.5,030619,,,A*52
$GPRMC,072101.00,A,4921.935358,N,02141.341901,E,023.0,204.4,030619,,,A*52
$GPRMC,072102.00,A,4921.929958,N,02141.338083,E,023.3,204.4,030619,,,A*58
$GPRMC,072103.00,A,4921.924518,N,02141.333961,E,023.6,206.6,030619,,,A*57
$GPRMC,072104.00,A,4921.918830,N,02141.329539,E,023.6,210.1,030619,,,A*52
$GPRMC,072105.00,A,4921.913231,N,02141.324604,E,023.7,210.3,030619,,,A*50
$GPRMC,072106.00,A,4921.907537,N,02141.319575,E,023.8,209.9,030619,,,A*51
$GPRMC,072107.00,A,4921.901809,N,02141.314286,E,024.1,210.7,030619,,,A*58
$GPRMC,072108.00,A,4921.896113,N,02141.308624,E,024.2,211.4,030619,,,A*5A
$GPRMC,072109.00,A,4921.890342,N,02141.302429,E,024.8,216.8,030619,,,A*5F
$GPRMC,072110.00,A,4921.884869,N,02141.295516,E,024.5,220.8,030619,,,A*5A
$GPRMC,072111.00,A,4921.879861,N,02141.288138,E,024.9,223.5,030619,,,A*57
$GPRMC,072112.00,A,4921.875018,N,02141.280383,E,025.3,227.1,030619,,,A*5F
$GPRMC,072113.00,A,4921.870373,N,02141.271965,E,026.0,228.8,030619,,,A*5F
$GPRMC,072114.00,A,4921.865670,N,02141.263182,E,027.8,233.7,030619,,,A*54
$GPRMC,072115.00,A,4921.861072,N,02141.253158,E,028.9,240.2,030619,,,A*5E
$GPRMC,072116.00,A,4921.856984,N,02141.241463,E,029.3,247.1,030619,,,A*58
$GPRMC,072117.00,A,4921.854016,N,02141.229913,E,029.4,248.8,030619,,,A*5C
$GPRMC,072118.00,A,4921.851176,N,02141.217809,E,031.1,248.0,030619,,,A*52
$GPRMC,072119.00,A,4921.847847,N,02141.204994,E,031.4,247.2,030619,,,A*50
$GPRMC,072120.00,A,4921.844517,N,02141.192416,E,031.1,246.7,030619,,,A*5B
$GPRMC,072121.00,A,4921.841237,N,02141.180226,E,030.9,245.2,030619,,,A*53
$GPRMC,072122.00,A,4921.837782,N,02141.168243,E,031.2,245.2,030619,,,A*55
$GPRMC,072123.00,A,4921.834265,N,02141.156032,E,032.2,246.4,030619,,,A*54
$GPRMC,072124.00,A,4921.830697,N,02141.143053,E,032.8,244.4,030619,,,A*55
$GPRMC,072125.00,A,4921.826806,N,02141.130446,E,032.5,241.7,030619,,,A*5A
$GPRMC,072126.00,A,4921.822554,N,02141.118257,E,031.8,240.6,030619,,,A*55
$GPRMC,072127.00,A,4921.818277,N,02141.106552,E,029.8,236.6,030619,,,A*5E
$GPRMC,072128.00,A,4921.813817,N,02141.096341,E,028.5,233.4,030619,,,A*51
$GPRMC,072129.00,A,4921.809299,N,02141.086702,E,027.9,233.3,030619,,,A*51
$GPRMC,072130.00,A,4921.804688,N,02141.077288,E,027.2,236.3,030619,,,A*57
$GPRMC,072131.00,A,4921.800721,N,02141.068017,E,026.6,236.1,030619,,,A*5D
$GPRMC,072132.00,A,4921.796818,N,02141.059006,E,025.4,237.8,030619,,,A*50
$GPRMC,072133.00,A,4921.793149,N,02141.049493,E,024.7,239.5,030619,,,A*51
$GPRMC,072134.00,A,4921.789819,N,02141.040612,E,024.5,241.4,030619,,,A*5F
